name,category,rating,reviews_count,latitude,longitude,address,url,imageUrls,place_type,source,location,webUrl,image,amenities,price_range,rating_cleanliness,rating_service,rating_location,rating_value,popularity_score,tags,opening_hours,best_time_to_visit,peak_hours,wheelchair_accessible,family_friendly,cuisine_type,attraction_type,star_rating
Pôt au Feu Resto,Restaurant,4.8,43.0,-20.5110173,57.5043194,"Royal Road, Riambel, Mauritius",https://www.google.com/maps/search/?api=1&query=P%C3%B4t%20au%20Feu%20Resto&query_place_id=ChIJV2jNl45lfCERLmkqqUsmN-g,https://lh5.googleusercontent.com/p/AF1QipMlPO3eqp1qA2g9EJ805bVMUMjfE2bngJa6AIRr=w408-h306-k-no,restaurant,Google Maps,,,,"Takeaway, Outdoor Seating, Live Music, Wheelchair Accessible, Reservation Required, Happy Hours, Smoking Area, Kids Menu, Vegan Options, Open Kitchen",High,4.8,4.8,4.6,3.3,43.0,Photography Hotspot,9:00 AM - 8:00 PM,Summer,10:00 AM - 2:00 PM,no,yes,Italian,Historical,4-star
Kot Tonio,Restaurant,4.0,1.0,-19.7118134,63.4516816,"7FQ2+7MF, Palisade Ternel, Rodrigues, St Gabriel, Mauritius",https://www.google.com/maps/search/?api=1&query=Kot%20Tonio&query_place_id=ChIJC5XoTwat4yMRom8GOYVz1Sc,https://lh5.googleusercontent.com/p/AF1QipPU-i0f6wNp06klzRR6jGZJwB0H60Us1Ueihcz7=w533-h240-k-no,restaurant,Google Maps,,,,"Kids Menu, Smoking Area, Reservation Required, Vegan Options, Private Dining, Wheelchair Accessible, Takeaway, Outdoor Seating, Open Kitchen, Pet-Friendly",High,3.2,4.0,4.6,4.7,1.0,Eco-Friendly,9:00 AM - 8:00 PM,Summer,10:00 AM - 2:00 PM,yes,yes,Mauritian,Cultural,Luxury
Restaurant Nagiah,Indian restaurant,4.3,36.0,-20.4294607,57.6701086,"HMCC+629, Ex Airport Road, Plaine Magnien,, Plaine Magnien, Mauritius",https://www.google.com/maps/search/?api=1&query=Restaurant%20Nagiah&query_place_id=ChIJlZJKXeqKfCERhReE6c23ay8,https://lh5.googleusercontent.com/p/AF1QipNxRUZQyMoh1FXU9fMjQHsCz0Lwc05bhJbESUJQ=w426-h240-k-no,restaurant,Google Maps,,,,"Wi-Fi, Pool, Parking, Water Sports",Medium,4.6,4.1,3.8,3.8,36.0,Great Food,24/7,Summer,6:00 PM - 9:00 PM,yes,no,French,Adventure,5-star
Ti Cabane Bleu,Restaurant,4.0,3.0,-19.7021261,63.4951212,"7FXW+42X, Gravier, Mauritius",https://www.google.com/maps/search/?api=1&query=Ti%20Cabane%20Bleu&query_place_id=ChIJx6opmqer4yMR6wAhaonQLBo,https://lh5.googleusercontent.com/p/AF1QipOz2_DnWyxk5gdNthFWi7PI_Y1MxTSCoMU4MCrG=w408-h305-k-no,restaurant,Google Maps,,,,"Takeaway, Vegan Options, Reservation Required, Wheelchair Accessible, Pet-Friendly, Smoking Area, Alcohol Served, Open Kitchen, Happy Hours, Outdoor Seating",Luxury,3.4,3.2,4.7,3.3,3.0,Luxury Stay,Closed on Sundays,Summer,3:00 PM - 6:00 PM,no,yes,Mauritian,Cultural,Luxury
Marybelles Restaurant,Restaurant,4.3,124.0,-20.5126729,57.4948246,"Gersigny Road, B10 Chemin Grenier Road, Mauritius",https://www.google.com/maps/search/?api=1&query=Marybelles%20Restaurant&query_place_id=ChIJPTIgzRBlfCERyY7ZJLQZXg0,https://lh5.googleusercontent.com/p/AF1QipPChUzjnbFx5DeZ6oWuDe0Bz6of1h9WZEUkgPCr=w408-h306-k-no,restaurant,Google Maps,,,,"Happy Hours, Kids Menu, Pet-Friendly, Open Kitchen, Parking, Alcohol Served, Live Music, Free Wi-Fi, Private Dining, Reservation Required",Medium,3.4,3.2,4.1,4.1,124.0,Historical,10:00 AM - 6:00 PM,Summer,10:00 AM - 2:00 PM,no,yes,French,Adventure,3-star
Trasmer Boating,Restaurant,5.0,1.0,-19.7431417,63.4460128,"7C4W+PCR, Songes, Port Sud-Est, Mauritius",https://www.google.com/maps/search/?api=1&query=Trasmer%20Boating&query_place_id=ChIJe61NMQBT4iMRfzo8oVK2akQ,https://lh5.googleusercontent.com/p/AF1QipMdhBVPcUz3oOp7awoKEd2fxVfGcIdVwloUxY-L=w408-h306-k-no,restaurant,Google Maps,,,,"Alcohol Served, Happy Hours, Takeaway, Private Dining, Wheelchair Accessible, Outdoor Seating, Parking, Free Wi-Fi, Reservation Required, Live Music",Medium,4.2,4.6,3.4,3.5,1.0,Great Food,10:00 AM - 6:00 PM,All Year,10:00 AM - 2:00 PM,yes,yes,Chinese,Adventure,3-star
Gregory's Secret Restaurant,Restaurant,4.7,184.0,-20.4184787,57.3673421,"Lot 141, vrs Morcellement, MU, La Gaulette 91102, Mauritius",https://www.google.com/maps/search/?api=1&query=Gregory's%20Secret%20Restaurant&query_place_id=ChIJ-XqlHpdtfCERZj5Sbfcgn6E,https://lh5.googleusercontent.com/p/AF1QipOV9kzz2u_wWfn7MEoVrz0emilA7WC9mkFpSbrC=w408-h306-k-no,restaurant,Google Maps,,,,"Outdoor Seating, Takeaway, Happy Hours, Reservation Required, Open Kitchen, Free Wi-Fi, Pet-Friendly, Parking, Alcohol Served, Vegan Options",Medium,4.4,4.3,4.0,3.5,184.0,Eco-Friendly,9:00 AM - 8:00 PM,Winter,10:00 AM - 2:00 PM,yes,yes,French,Historical,5-star
La maison de la campagne Chez Diana,Restaurant,4.8,4.0,-19.7038125,63.4591875,"7FW5+FJ, Grande Montagne, Mauritius",https://www.google.com/maps/search/?api=1&query=La%20maison%20de%20la%20campagne%20Chez%20Diana&query_place_id=ChIJnaQ8D_ut4yMRKwGplBcz9CI,https://lh5.googleusercontent.com/p/AF1QipM7UzJLCbqsVhcyEjjetR44TXo_kJ7qmxEDoXTH=w408-h306-k-no,restaurant,Google Maps,,,,"Reservation Required, Open Kitchen, Smoking Area, Takeaway, Pet-Friendly, Private Dining, Happy Hours, Vegan Options, Wheelchair Accessible, Kids Menu",High,3.7,4.7,3.4,3.4,4.0,Nightlife,10:00 AM - 6:00 PM,All Year,6:00 PM - 9:00 PM,no,yes,Chinese,Scenic,Luxury
Kot Perrine Grill & Snack,Barbecue restaurant,4.4,5.0,-19.6989112,63.4528701,"8F23+C4Q, Orange, Mauritius",https://www.google.com/maps/search/?api=1&query=Kot%20Perrine%20Grill%20%26%20Snack&query_place_id=ChIJNZf4mwyt4yMR7DoYRczn0bE,,restaurant,Google Maps,,,,"Breakfast Included, Free Parking, Island Hopping",Luxury,4.3,4.1,3.5,4.1,5.0,Scenic Views,Closed on Sundays,Summer,10:00 AM - 2:00 PM,no,yes,Mauritian,Cultural,5-star
La Citronnelle,Restaurant,3.6,34.0,-20.4568467,57.4869274,"GFVP+7Q7, Chamouny, Mauritius",https://www.google.com/maps/search/?api=1&query=La%20Citronnelle&query_place_id=ChIJOa7I9zJlfCERAd_VAAFwBkU,https://lh5.googleusercontent.com/p/AF1QipMinwZyBSGQcfNLpSnK_lUVn9zhJhMsVuyjsLyK=w408-h544-k-no,restaurant,Google Maps,,,,"Private Dining, Vegan Options, Free Wi-Fi, Reservation Required, Wheelchair Accessible, Smoking Area, Kids Menu, Alcohol Served, Open Kitchen, Pet-Friendly",Medium,4.3,4.8,3.6,4.1,34.0,Nightlife,24/7,Summer,6:00 PM - 9:00 PM,no,no,French,Cultural,5-star
"Le Tropical, Chez Jeannette",Restaurant,4.4,67.0,-19.7169888,63.4577934,"Montagne Bois Noir, Rodrigues, Grande Montagne, Mauritius",https://www.google.com/maps/search/?api=1&query=Le%20Tropical%2C%20Chez%20Jeannette&query_place_id=ChIJBSzpPeqs4yMRMpB0BjkCBFE,https://lh5.googleusercontent.com/p/AF1QipPlpEA-sjBiwquf4obswoBfgPgk3qCM3LiGU43R=w533-h240-k-no,restaurant,Google Maps,,,,"Alcohol Served, Wheelchair Accessible, Vegan Options, Parking, Kids Menu, Smoking Area, Open Kitchen, Takeaway, Outdoor Seating, Free Wi-Fi",High,4.7,3.6,3.2,4.8,67.0,Water Activities,Closed on Sundays,All Year,6:00 PM - 9:00 PM,yes,yes,Chinese,Historical,4-star
L’Escale Mauricienne Restaurant,Restaurant,1.9,40.0,-20.4342284,57.6793894,"New Terminal Building, Plaine Magnien, Mauritius",https://www.google.com/maps/search/?api=1&query=L%E2%80%99Escale%20Mauricienne%20Restaurant&query_place_id=ChIJXa44W0aLfCERTr1mmTDn8jY,https://lh5.googleusercontent.com/p/AF1QipOKCDhztaV_xYiAXOibJho-x_v_suJoJqRHnW1q=w532-h240-k-no,restaurant,Google Maps,,,,"Alcohol Served, Free Wi-Fi, Outdoor Seating, Parking, Happy Hours, Open Kitchen, Reservation Required, Kids Menu, Vegan Options, Live Music",Low,4.1,4.4,3.4,4.7,40.0,Cultural Experience,9:00 AM - 8:00 PM,Winter,10:00 AM - 2:00 PM,no,yes,Italian,Cultural,5-star
Restaurant Chez Fibie,Restaurant,4.5,61.0,-19.739241,63.4658251,"Mouruk Village, Mauritius",https://www.google.com/maps/search/?api=1&query=Restaurant%20Chez%20Fibie&query_place_id=ChIJZXcg_LSs4yMRTpzX2XwQ2bs,https://lh5.googleusercontent.com/p/AF1QipPo6Ub4-qkFikKBOFwvHJ_CVrPm7hSr76tqFSpl=w408-h306-k-no,restaurant,Google Maps,,,,"Kids Menu, Takeaway, Private Dining, Happy Hours, Free Wi-Fi, Alcohol Served, Wheelchair Accessible, Parking, Smoking Area, Open Kitchen",Medium,4.6,3.2,4.5,4.1,61.0,Couple Retreat,9:00 AM - 8:00 PM,All Year,10:00 AM - 2:00 PM,yes,yes,Mauritian,Adventure,Luxury
Saveurs Otentik Restaurant,Restaurant,4.7,114.0,-20.4972816,57.5573039,"Senneville Road, Riviere des Anguilles, Mauritius",https://www.google.com/maps/search/?api=1&query=Saveurs%20Otentik%20Restaurant&query_place_id=ChIJhSsuoehjfCERPOxLxI_CNoU,https://lh5.googleusercontent.com/p/AF1QipMRVRpeRQbyAeiePfKuu8Okdr3Bz-sdwnW9q37Y=w408-h306-k-no,restaurant,Google Maps,,,,"Happy Hours, Private Dining, Reservation Required, Takeaway, Parking, Wheelchair Accessible, Kids Menu, Open Kitchen, Live Music, Outdoor Seating",Medium,3.4,3.1,4.3,3.5,114.0,Couple Retreat,24/7,Summer,3:00 PM - 6:00 PM,no,no,Mauritian,Cultural,4-star
Chez Judise-Prés de Mer,Restaurant,4.7,3.0,-19.7306204,63.4784204,"7F9H+P9, Gravier, Mauritius",https://www.google.com/maps/search/?api=1&query=Chez%20Judise-Pr%C3%A9s%20de%20Mer&query_place_id=ChIJgypIEfGt4yMRlPownmGIRF0,https://lh5.googleusercontent.com/p/AF1QipOBDqX476rr6EkjhZ-d5R7LJj128PNsvUp1OEmu=w408-h306-k-no,restaurant,Google Maps,,,,"Kids Menu, Outdoor Seating, Open Kitchen, Wheelchair Accessible, Private Dining, Parking, Smoking Area, Vegan Options, Pet-Friendly, Alcohol Served",High,4.4,3.1,3.7,3.7,3.0,Pet-Friendly,10:00 AM - 6:00 PM,All Year,6:00 PM - 9:00 PM,yes,yes,Italian,Shopping,4-star
3j's Family Restaurant,Restaurant,3.6,121.0,-20.4055723,57.6075212,"HJV5+Q2C, Rose Belle, Mauritius",https://www.google.com/maps/search/?api=1&query=3j's%20Family%20Restaurant&query_place_id=ChIJJdFjGGVgfCEREtapUxPzelY,https://lh5.googleusercontent.com/p/AF1QipNsUoS63QqZgd_GPiuyovXYXPMsZePwB-FcFBKV=w503-h240-k-no,restaurant,Google Maps,,,,"Private Dining, Live Music, Wheelchair Accessible, Happy Hours, Alcohol Served, Free Wi-Fi, Open Kitchen, Outdoor Seating, Vegan Options, Takeaway",Luxury,3.8,4.8,3.9,3.8,121.0,Nature Lovers,Closed on Sundays,Winter,10:00 AM - 2:00 PM,no,yes,Seafood,Adventure,4-star
Chez Madame LaRose,Restaurant,4.3,124.0,-19.688851,63.4962187,"8F6W+FF4, Grande Montagne, Mauritius",https://www.google.com/maps/search/?api=1&query=Chez%20Madame%20LaRose&query_place_id=ChIJ7yWoS46r4yMRTGzT0g6dQGg,https://lh5.googleusercontent.com/p/AF1QipP06psYaLrn8XrU0mmFxf0KqocvIxN-doBp1qLt=w426-h240-k-no,restaurant,Google Maps,,,,"Outdoor Seating, Wheelchair Accessible, Alcohol Served, Private Dining, Smoking Area, Live Music, Vegan Options, Takeaway, Kids Menu, Happy Hours",High,3.1,3.6,3.5,4.7,124.0,Hiking Trails,Closed on Sundays,All Year,10:00 AM - 2:00 PM,no,yes,Chinese,Adventure,Luxury
Le Phare Restaurant,Restaurant,4.0,129.0,-20.4058373,57.7081685,"HPV5+M77 Hollandais Street & Corner de la, place Street, Mahebourg, Mauritius",https://www.google.com/maps/search/?api=1&query=Le%20Phare%20Restaurant&query_place_id=ChIJ2QxE7Mj0fCERo-dgoMSPFXU,https://lh5.googleusercontent.com/p/AF1QipOBIr0O1bWFkC9DE2cSeZyjQhEzeYgQFISdGstR=w408-h306-k-no,restaurant,Google Maps,,,,"Alcohol Served, Outdoor Seating, Live Music, Happy Hours, Parking, Kids Menu, Free Wi-Fi, Private Dining, Wheelchair Accessible, Reservation Required",High,3.0,3.8,3.5,3.3,129.0,Pet-Friendly,9:00 AM - 8:00 PM,Summer,3:00 PM - 6:00 PM,yes,no,Italian,Adventure,5-star
La Case Mama Chez Paulina,Restaurant,4.2,310.0,-19.7222293,63.4546379,"Montagne Malgache, St Gabriel, Mauritius",https://www.google.com/maps/search/?api=1&query=La%20Case%20Mama%20Chez%20Paulina&query_place_id=ChIJvwcGl8Os4yMRLD8P6jF4Nl0,https://lh5.googleusercontent.com/p/AF1QipM2-mppE8VFWCUPh3Gm5ibca8VZIFtQyHb7-KEZ=w408-h306-k-no,restaurant,Google Maps,,,,"Kids Menu, Reservation Required, Vegan Options, Parking, Takeaway, Live Music, Free Wi-Fi, Happy Hours, Outdoor Seating, Alcohol Served",Medium,3.8,3.6,3.0,4.1,310.0,Couple Retreat,10:00 AM - 6:00 PM,Summer,6:00 PM - 9:00 PM,yes,no,Indian,Adventure,3-star
Restaurant du Lac,Restaurant,4.4,804.0,-20.4217126,57.7157987,"Coastal Rd, Pointe Jerome Mahebourg MU, 50817, Mauritius",https://www.google.com/maps/search/?api=1&query=Restaurant%20du%20Lac&query_place_id=ChIJbTODtUWLfCERSHr9C6eN1bM,https://lh5.googleusercontent.com/p/AF1QipM2SJbkbxfiGQUTthr1Mp4h5AGL6vECOAoJOp8b=w408-h306-k-no,restaurant,Google Maps,,,,"Parking, Open Kitchen, Smoking Area, Takeaway, Outdoor Seating, Pet-Friendly, Kids Menu, Vegan Options, Reservation Required, Private Dining",Medium,3.5,3.4,3.1,3.4,804.0,Budget-Friendly,9:00 AM - 8:00 PM,Summer,3:00 PM - 6:00 PM,yes,no,Mauritian,Adventure,4-star
Basanio Snack Boutik,Restaurant,3.9,156.0,-19.6921175,63.4914245,"8F5R+5H3, Grande Montagne, Mauritius",https://www.google.com/maps/search/?api=1&query=Basanio%20Snack%20Boutik&query_place_id=ChIJWZMDUAyr4yMR4_WnhgvA_Ws,https://lh5.googleusercontent.com/p/AF1QipO8d5Pq757CiqlnXzC0nM1BZzJDEZzGktIB-mc1=w408-h306-k-no,restaurant,Google Maps,,,,"Takeaway, Alcohol Served, Smoking Area, Private Dining, Outdoor Seating, Open Kitchen, Live Music, Free Wi-Fi, Wheelchair Accessible, Kids Menu",Luxury,3.6,4.6,4.0,4.8,156.0,Eco-Friendly,24/7,Winter,10:00 AM - 2:00 PM,yes,no,Italian,Scenic,4-star
Fam L'Ocean Snack,Restaurant,5.0,2.0,-20.5195888,57.5226096,"FGJF+529, Souillac, Mauritius",https://www.google.com/maps/search/?api=1&query=Fam%20L'Ocean%20Snack&query_place_id=ChIJ2RrbrlhlfCERZWY9RkI-rwE,https://lh5.googleusercontent.com/p/AF1QipNLfeOsTChJXS_gH8DUWnL-UR8jtaldPoadM6Ib=w408-h544-k-no,restaurant,Google Maps,,,,"Live Music, Open Kitchen, Alcohol Served, Vegan Options, Private Dining, Parking, Happy Hours, Kids Menu, Wheelchair Accessible, Reservation Required",Luxury,3.5,3.4,3.0,3.6,2.0,Pet-Friendly,24/7,Winter,6:00 PM - 9:00 PM,yes,yes,Seafood,Cultural,5-star
Lewis Barbecue,Seafood restaurant,4.7,3.0,-19.7267839,63.4834792,"Rodrigues island, Gravier, Mauritius",https://www.google.com/maps/search/?api=1&query=Lewis%20Barbecue&query_place_id=ChIJSegDyg2t4yMR4ZEUkS_gnhk,https://lh5.googleusercontent.com/p/AF1QipPpxC2NjtdTyEAkRP63w0Mrc-7lFTwTimg-uzgv=w408-h544-k-no,restaurant,Google Maps,,,,"Pet-Friendly, Outdoor Seating, Golf Courses",High,3.5,3.5,4.3,4.4,3.0,Scenic Views,10:00 AM - 6:00 PM,Winter,10:00 AM - 2:00 PM,yes,no,Chinese,Cultural,3-star
Ti Cabane Kot Laurance,Family restaurant,4.5,53.0,-19.7266059,63.4833841,"Gravier, Mauritius",https://www.google.com/maps/search/?api=1&query=Ti%20Cabane%20Kot%20Laurance&query_place_id=ChIJV_JReTKt4yMRp4a0drCgzV8,https://lh5.googleusercontent.com/p/AF1QipPf030EdX9cNeTgh4xDv69j1hjrBdjxlecI8_A=w507-h240-k-no,restaurant,Google Maps,,,,"Gym, Spa, Wi-Fi, Nature Trails",Medium,4.6,3.1,4.5,4.2,53.0,Hiking Trails,10:00 AM - 6:00 PM,Winter,10:00 AM - 2:00 PM,yes,yes,Chinese,Adventure,4-star
Chez Berno,Restaurant,3.8,71.0,-19.682799,63.4211701,"8C8C+VFM, Barclay St, Port Mathurin, Mauritius",https://www.google.com/maps/search/?api=1&query=Chez%20Berno&query_place_id=ChIJuUPwaCyt4yMRs2tVToNRRp0,https://lh5.googleusercontent.com/p/AF1QipPn3WkBoLJEoFVi2exWD2CJUCRaMWqnWVb7QlR5=w408-h544-k-no,restaurant,Google Maps,,,,"Vegan Options, Wheelchair Accessible, Free Wi-Fi, Live Music, Parking, Reservation Required, Smoking Area, Happy Hours, Takeaway, Pet-Friendly",High,3.8,3.3,3.0,3.7,71.0,Kid-Friendly,10:00 AM - 6:00 PM,All Year,3:00 PM - 6:00 PM,no,no,Chinese,Cultural,5-star
Chez Nous Rodrigues,Seafood restaurant,5.0,1.0,-19.6811689,63.4263024,"8C9G+GGM, Port Mathurin, Mauritius",https://www.google.com/maps/search/?api=1&query=Chez%20Nous%20Rodrigues&query_place_id=ChIJKzVeyTWt4yMRBu4jmnpCbU8,https://lh5.googleusercontent.com/p/AF1QipMz_qA2gn9nVQJHemVcEKV56uL4XRLa-Lh5Cup0=w408-h725-k-no,restaurant,Google Maps,,,,"Wi-Fi, Pool, Parking, Free Parking",Low,3.3,4.8,4.4,3.2,1.0,Kid-Friendly,24/7,Summer,3:00 PM - 6:00 PM,yes,yes,French,Scenic,5-star
Le Nouveau Capitaine,Restaurant,4.0,5.0,-19.6807653,63.4231753,"8C9F+M7V, Francois Leguat St, Port Mathurin, Mauritius",https://www.google.com/maps/search/?api=1&query=Le%20Nouveau%20Capitaine&query_place_id=ChIJM2NnxaSt4yMRh6NfAey427Y,https://lh5.googleusercontent.com/p/AF1QipMhWEf75tYkN4J8boKrSCgCW2nQHabC--o6Qbkz=w408-h544-k-no,restaurant,Google Maps,,,,"Open Kitchen, Free Wi-Fi, Live Music, Kids Menu, Takeaway, Wheelchair Accessible, Smoking Area, Private Dining, Happy Hours, Vegan Options",High,4.3,3.9,4.8,3.2,5.0,Romantic,9:00 AM - 8:00 PM,All Year,3:00 PM - 6:00 PM,yes,no,Italian,Scenic,Luxury
Bill's resto,Restaurant,3.7,9.0,-19.7076051,63.43864,"7CRQ+XF2, Mont Lubin, Mauritius",https://www.google.com/maps/search/?api=1&query=Bill's%20resto&query_place_id=ChIJK_4Sauyt4yMRL2BgcDb4iS0,https://lh5.googleusercontent.com/p/AF1QipMNWSiIP79HRo3srQBFvQWvm6Za8yFQZuVsnp_T=w408-h544-k-no,restaurant,Google Maps,,,,"Happy Hours, Alcohol Served, Smoking Area, Kids Menu, Wheelchair Accessible, Outdoor Seating, Open Kitchen, Free Wi-Fi, Parking, Private Dining",High,5.0,3.1,3.1,3.2,9.0,Beachfront,10:00 AM - 6:00 PM,Winter,10:00 AM - 2:00 PM,no,no,Mauritian,Cultural,Luxury
Gombrani Lodge,Restaurant,4.3,30.0,-19.7214565,63.4286729,"7CHH+CF7, Eau Vanée, Petit Gabriel, Mauritius",https://www.google.com/maps/search/?api=1&query=Gombrani%20Lodge&query_place_id=ChIJizZHrySt4yMRO0jmc5ccnyw,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/17/10/5f/2b/img-20190404-171644-largejpg.jpg?w=1000&h=700&s=1,restaurant,Google Maps,,,,"Private Dining, Happy Hours, Kids Menu, Parking, Open Kitchen, Alcohol Served, Vegan Options, Reservation Required, Smoking Area, Live Music",Low,3.6,3.3,3.3,4.6,30.0,Kid-Friendly,Closed on Sundays,Summer,3:00 PM - 6:00 PM,yes,yes,Seafood,Adventure,Luxury
Tabagie Nenette,Fast food restaurant,4.0,5.0,-19.727323,63.4421718,"7CFR+3VF, Port Sud-Est, Mauritius",https://www.google.com/maps/search/?api=1&query=Tabagie%20Nenette&query_place_id=ChIJzXprrv-t4yMR73rFjiXd6tM,,restaurant,Google Maps,,,,"Gym, Spa, Wi-Fi, Airport Shuttle",Medium,4.8,3.5,4.1,4.3,5.0,Quiet Getaway,24/7,Summer,6:00 PM - 9:00 PM,no,no,Indian,Shopping,5-star
La Villa Food Resto,Halal restaurant,5.0,3.0,-19.6830389,63.4210849,"8C8C+QCP, Port Mathurin, Mauritius",https://www.google.com/maps/search/?api=1&query=La%20Villa%20Food%20Resto&query_place_id=ChIJ5cYkFXKt4yMRf8NGkW9_IvA,https://lh5.googleusercontent.com/p/AF1QipOfMdSiMb6EcpiBZ9D-vmYLEsYz06kMnjWkq8wx=w408-h724-k-no,restaurant,Google Maps,,,,"Pet-Friendly, Outdoor Seating, Airport Shuttle",High,3.1,3.6,3.5,4.8,3.0,Romantic,Closed on Sundays,Winter,10:00 AM - 2:00 PM,no,no,French,Adventure,5-star
Chez Bradley,Barbecue restaurant,4.4,7.0,-19.6819877,63.4271679,"8C9G+6V3, Rte de l'Autonomie, Port Mathurin, Mauritius",https://www.google.com/maps/search/?api=1&query=Chez%20Bradley&query_place_id=ChIJc6CcyTKt4yMRIzWE5UFd9T4,https://lh5.googleusercontent.com/p/AF1QipM5qx2EBz-lfAeQtJsP0DQitriq5q3FIEpwjrOI=w408-h306-k-no,restaurant,Google Maps,,,,"Pet-Friendly, Outdoor Seating, Private Pools",Low,3.3,5.0,4.7,3.8,7.0,Cultural Experience,10:00 AM - 6:00 PM,Summer,10:00 AM - 2:00 PM,yes,no,Italian,Scenic,5-star
St Felix Restaurant,Restaurant,3.9,22.0,-20.5090114,57.4658246,"B9, Mauritius",https://www.google.com/maps/search/?api=1&query=St%20Felix%20Restaurant&query_place_id=ChIJo89SPrllfCERX1pK_vHb3JQ,https://lh5.googleusercontent.com/p/AF1QipNx3WYMxdO6FuT4KxtjuE_h6eyuWjrv3qLUv_bs=w408-h306-k-no,restaurant,Google Maps,,,,"Alcohol Served, Wheelchair Accessible, Happy Hours, Private Dining, Pet-Friendly, Free Wi-Fi, Smoking Area, Parking, Vegan Options, Takeaway",Medium,4.0,4.8,4.9,3.2,22.0,Relaxing,9:00 AM - 8:00 PM,Summer,3:00 PM - 6:00 PM,yes,no,Seafood,Historical,5-star
Le Bois Cheri Restaurant,Restaurant,4.4,2298.0,-20.4281959,57.5223388,"Le Domaine de, Bois Cheri, Mauritius",https://www.google.com/maps/search/?api=1&query=Le%20Bois%20Cheri%20Restaurant&query_place_id=ChIJhSXTd-VmfCEREWOcUsRn0ss,https://lh5.googleusercontent.com/p/AF1QipM1V-POihHyhpmsQ_Ucmyptz6ry3GGFuebDR4Dz=w426-h240-k-no,restaurant,Google Maps,,,,"Free Wi-Fi, Private Dining, Kids Menu, Smoking Area, Open Kitchen, Pet-Friendly, Alcohol Served, Wheelchair Accessible, Vegan Options, Outdoor Seating",Low,3.4,4.2,4.8,4.2,2298.0,Adventure,Closed on Sundays,Winter,3:00 PM - 6:00 PM,yes,no,French,Historical,5-star
Restaurant Mourouk Ebony,Restaurant,4.0,55.0,-19.7410033,63.4678564,"7F59+H4X, Mauritius",https://www.google.com/maps/search/?api=1&query=Restaurant%20Mourouk%20Ebony&query_place_id=ChIJi7zFD-Ot4yMRPkBUaM1k-zw,https://lh5.googleusercontent.com/p/AF1QipO4KNDWPnSq0mnE9s2j3cyr9QYhiKxuCw2C2912=w408-h306-k-no,restaurant,Google Maps,,,,"Live Music, Happy Hours, Free Wi-Fi, Private Dining, Kids Menu, Pet-Friendly, Vegan Options, Parking, Reservation Required, Open Kitchen",High,4.7,3.8,4.0,4.5,55.0,Great Food,9:00 AM - 8:00 PM,Summer,10:00 AM - 2:00 PM,no,no,Mauritian,Historical,3-star
Palmier,Seafood restaurant,4.4,10.0,-20.50704,57.4097453,"FCV5+5VQ, B9 Coastal Road, Bel Ombre, Mauritius",https://www.google.com/maps/search/?api=1&query=Palmier&query_place_id=ChIJidJMKA9vfCER5AEnQw88Bkk,https://lh5.googleusercontent.com/p/AF1QipPW8bhQgYiZkfHC7tSYzEgIOiYQ3ps9BjYlFJg=w408-h725-k-no,restaurant,Google Maps,,,,"Breakfast Included, Free Parking, Beachfront",High,3.6,3.3,4.6,3.2,10.0,Budget-Friendly,9:00 AM - 8:00 PM,Winter,3:00 PM - 6:00 PM,yes,no,French,Scenic,5-star
Chez Dana,Restaurant,4.3,42.0,-19.7041677,63.4976081,"7FWX+82Q, Gravier, Mauritius",https://www.google.com/maps/search/?api=1&query=Chez%20Dana&query_place_id=ChIJrf-UMker4yMRmArhaGKq04Y,https://lh5.googleusercontent.com/p/AF1QipP-cj32e0YK21xULd_ikaH0Zqf0692H49BleA44=w426-h240-k-no,restaurant,Google Maps,,,,"Open Kitchen, Outdoor Seating, Alcohol Served, Smoking Area, Pet-Friendly, Kids Menu, Parking, Happy Hours, Free Wi-Fi, Vegan Options",Medium,4.4,4.7,3.2,4.0,42.0,Luxury Stay,9:00 AM - 8:00 PM,Summer,10:00 AM - 2:00 PM,no,yes,Italian,Historical,3-star
Ti Kaz Kreol,Restaurant,4.6,121.0,-20.4105283,57.7091965,"HPQ5+QMP, Rue du Souffleur, Mahebourg, Mauritius",https://www.google.com/maps/search/?api=1&query=Ti%20Kaz%20Kreol&query_place_id=ChIJxwniOrT1fCERC7S7wX-Mz60,https://lh5.googleusercontent.com/p/AF1QipP77XDfM453M2CT2lkIW995ycVquTYUwl0Cbk_s=w408-h306-k-no,restaurant,Google Maps,,,,"Reservation Required, Takeaway, Vegan Options, Kids Menu, Pet-Friendly, Wheelchair Accessible, Parking, Open Kitchen, Private Dining, Outdoor Seating",High,3.4,3.2,3.7,4.4,121.0,Cultural Experience,10:00 AM - 6:00 PM,Winter,6:00 PM - 9:00 PM,yes,yes,Italian,Shopping,4-star
